date,state,p,confirmed,city_ibge_code,confirmed_per_100k_inhabitants
2020-03-31,GO,c,1,5205109,
2020-03-31,GO,c,1,5208608,
2020-03-31,GO,c,39,5208707,
2020-03-31,GO,c,0,5209705,
2020-03-31,GO,c,0,,
2020-03-31,GO,c,2,5211503,
2020-03-31,GO,c,2,5211909,
2020-03-31,GO,c,1,5212501,
2020-03-31,GO,c,1,5216304,
2020-03-31,GO,c,7,5218805,
2020-03-31,GO,c,1,5220603,
2020-03-31,GO,c,3,5221858,
2020-03-31,GO,s,65,52,0.92614
2020-03-31,MA,c,51,2111300,
2020-03-31,MA,s,51,21,0.72083
2020-03-31,MG,c,1,3101607,
2020-03-31,MG,c,163,3106200,
2020-03-31,MG,c,5,3106705,
2020-03-31,MG,c,1,3107109,
2020-03-31,MG,c,1,3107406,
2020-03-31,MG,c,1,3111200,
2020-03-31,MG,c,1,3111507,
2020-03-31,MG,c,1,3114204,
2020-03-31,MG,c,5,3118601,
2020-03-31,MG,c,1,3119401,
2020-03-31,MG,c,9,3122306,
2020-03-31,MG,c,1,3125101,
2020-03-31,MG,c,2,3127701,
2020-03-31,MG,c,1,3128907,
2020-03-31,MG,c,5,,
2020-03-31,MG,c,1,3131307,
2020-03-31,MG,c,23,3136702,
2020-03-31,MG,c,2,3137205,
2020-03-31,MG,c,1,3139409,
2020-03-31,MG,c,2,3140001,
2020-03-31,MG,c,1,3143906,
2020-03-31,MG,c,20,3144805,
2020-03-31,MG,c,1,3148103,
2020-03-31,MG,c,2,3151800,
2020-03-31,MG,c,3,3156700,
2020-03-31,MG,c,1,3157807,
2020-03-31,MG,c,2,3162500,
2020-03-31,MG,c,1,3166808,
2020-03-31,MG,c,2,3167202,
2020-03-31,MG,c,1,3168705,
2020-03-31,MG,c,3,3170107,
2020-03-31,MG,c,10,3170206,
2020-03-31,MG,c,1,3170404,
2020-03-31,MG,s,275,31,1.29908
2020-03-31,MS,c,1,5000252,
2020-03-31,MS,c,3,5002001,
2020-03-31,MS,c,37,5002704,
2020-03-31,MS,c,2,5003702,
2020-03-31,MS,c,2,5006200,
2020-03-31,MS,c,1,5006606,
2020-03-31,MS,c,1,5007406,
2020-03-31,MS,c,1,5007901,
2020-03-31,MS,s,48,50,1.72725
2020-03-31,MT,c,18,5103403,
2020-03-31,MT,c,1,5108956,
2020-03-31,MT,c,4,5107602,
2020-03-31,MT,c,2,5108402,
2020-03-31,MT,s,25,51,0.71747
2020-03-31,PA,c,1,1500107,
2020-03-31,PA,c,6,1500800,
2020-03-31,PA,c,21,1501402,
2020-03-31,PA,c,1,1502400,
2020-03-31,PA,c,1,1503606,
2020-03-31,PA,c,1,1504208,
2020-03-31,PA,c,1,1504422,
2020-03-31,PA,c,1,1505536,
2020-03-31,PA,c,1,1508100,
2020-03-31,PA,s,34,15,0.39522
2020-03-31,PB,c,2,2504009,
2020-03-31,PB,c,1,2502607,
2020-03-31,PB,c,13,2507507,
2020-03-31,PB,c,1,2510808,
2020-03-31,PB,c,1,2516201,
2020-03-31,PB,s,18,25,0.44797
2020-03-31,PE,c,1,2601706,
2020-03-31,PE,c,1,2603454,
2020-03-31,PE,c,1,2604106,
2020-03-31,PE,c,2,2605459,
2020-03-31,PE,c,1,2606200,
2020-03-31,PE,c,5,,
2020-03-31,PE,c,1,2607307,
2020-03-31,PE,c,6,2607901,
2020-03-31,PE,c,5,2609600,
2020-03-31,PE,c,1,2610004,
2020-03-31,PE,c,2,2611101,
2020-03-31,PE,c,58,2611606,
2020-03-31,PE,c,3,2613701,
2020-03-31,PE,s,87,26,0.91032
2020-03-31,PI,c,1,2207702,
2020-03-31,PI,c,1,2210052,
2020-03-31,PI,c,16,2211001,
2020-03-31,PI,s,18,22,0.54992
2020-03-31,PR,c,2,4100400,
2020-03-31,PR,c,3,4104204,
2020-03-31,PR,c,3,4104303,
2020-03-31,PR,c,10,4104808,
2020-03-31,PR,c,1,4104907,
2020-03-31,PR,c,7,4105508,
2020-03-31,PR,c,0,4105805,
2020-03-31,PR,c,1,4106209,
2020-03-31,PR,c,87,4106902,
2020-03-31,PR,c,1,4107603,
2020-03-31,PR,c,10,4108304,
2020-03-31,PR,c,1,4108403,
2020-03-31,PR,c,2,4108809,
2020-03-31,PR,c,1,4109401,
2020-03-31,PR,c,6,,
2020-03-31,PR,c,1,4110805,
2020-03-31,PR,c,1,4113205,
2020-03-31,PR,c,9,4113700,
2020-03-31,PR,c,1,4114609,
2020-03-31,PR,c,9,4115200,
2020-03-31,PR,c,1,4115309,
2020-03-31,PR,c,1,4115705,
2020-03-31,PR,c,1,4115804,
2020-03-31,PR,c,2,4118402,
2020-03-31,PR,c,2,4118501,
2020-03-31,PR,c,1,4118808,
2020-03-31,PR,c,4,4119152,
2020-03-31,PR,c,3,4119905,
2020-03-31,PR,c,1,4120705,
2020-03-31,PR,c,1,4120804,
2020-03-31,PR,c,1,4122206,
2020-03-31,PR,c,1,4122305,
2020-03-31,PR,c,3,4125506,
2020-03-31,PR,c,2,4127106,
2020-03-31,PR,c,1,4127304,
2020-03-31,PR,c,2,4128104,
2020-03-31,PR,c,1,4128203,
2020-03-31,PR,c,1,4128609,
2020-03-31,PR,s,185,41,1.61799
2020-03-31,RJ,c,1,3300100,
2020-03-31,RJ,c,2,3300407,
2020-03-31,RJ,c,2,3300456,
2020-03-31,RJ,c,1,3301009,
2020-03-31,RJ,c,5,3301702,
2020-03-31,RJ,c,1,3301850,
2020-03-31,RJ,c,0,,
2020-03-31,RJ,c,3,3301900,
2020-03-31,RJ,c,1,3302403,
2020-03-31,RJ,c,1,3302601,
2020-03-31,RJ,c,2,3302700,
2020-03-31,RJ,c,1,3302908,
2020-03-31,RJ,c,57,3303302,
2020-03-31,RJ,c,7,3303500,
2020-03-31,RJ,c,5,3303906,
2020-03-31,RJ,c,1,3304144,
2020-03-31,RJ,c,2,3304201,
2020-03-31,RJ,c,2,3304300,
2020-03-31,RJ,c,2,3304524,
2020-03-31,RJ,c,586,3304557,
2020-03-31,RJ,c,9,3304904,
2020-03-31,RJ,c,1,3305109,
2020-03-31,RJ,c,1,3305208,
2020-03-31,RJ,c,1,3305554,
2020-03-31,RJ,c,1,3305802,
2020-03-31,RJ,c,1,3306107,
2020-03-31,RJ,c,12,3306305,
2020-03-31,RJ,s,708,33,4.1008
2020-03-31,RN,c,1,2400208,
2020-03-31,RN,c,1,2401008,
2020-03-31,RN,c,1,2402006,
2020-03-31,RN,c,1,2402501,
2020-03-31,RN,c,2,,
2020-03-31,RN,c,1,2407005,
2020-03-31,RN,c,1,2407104,
2020-03-31,RN,c,1,2407807,
2020-03-31,RN,c,17,2408003,
2020-03-31,RN,c,42,2408102,
2020-03-31,RN,c,10,2403251,
2020-03-31,RN,c,1,2409100,
2020-03-31,RN,c,1,2412005,
2020-03-31,RN,c,1,2412203,
2020-03-31,RN,c,1,2411056,
2020-03-31,RN,s,82,24,2.33828
2020-03-31,RO,c,1,1100114,
2020-03-31,RO,c,1,1100122,
2020-03-31,RO,c,7,1100205,
2020-03-31,RO,s,9,11,0.50641
2020-03-31,RR,c,13,1400100,
2020-03-31,RR,c,3,1400159,
2020-03-31,RR,s,16,14,2.64131
2020-03-31,RS,c,2,4300604,
2020-03-31,RS,c,2,4300703,
2020-03-31,RS,c,15,4301602,
2020-03-31,RS,c,2,4302105,
2020-03-31,RS,c,1,4303004,
2020-03-31,RS,c,1,4303103,
2020-03-31,RS,c,0,4303509,
2020-03-31,RS,c,2,4303905,
2020-03-31,RS,c,1,4304507,
2020-03-31,RS,c,8,4304606,
2020-03-31,RS,c,2,4304630,
2020-03-31,RS,c,1,4304663,
2020-03-31,RS,c,1,4304804,
2020-03-31,RS,c,13,4305108,
2020-03-31,RS,c,1,4305173,
2020-03-31,RS,c,1,4305355,
2020-03-31,RS,c,1,4306205,
2020-03-31,RS,c,1,4306403,
2020-03-31,RS,c,1,4306601,
2020-03-31,RS,c,1,4306767,
2020-03-31,RS,c,3,4307005,
2020-03-31,RS,c,2,4307609,
2020-03-31,RS,c,1,4307807,
2020-03-31,RS,c,1,4307906,
2020-03-31,RS,c,1,4308607,
2020-03-31,RS,c,1,4309209,
2020-03-31,RS,c,3,4310801,
2020-03-31,RS,c,5,4311403,
2020-03-31,RS,c,1,4311809,
2020-03-31,RS,c,1,4313102,
2020-03-31,RS,c,2,4313409,
2020-03-31,RS,c,1,4313508,
2020-03-31,RS,c,1,4314001,
2020-03-31,RS,c,1,4314100,
2020-03-31,RS,c,2,4314407,
2020-03-31,RS,c,1,4314605,
2020-03-31,RS,c,190,4314902,
2020-03-31,RS,c,2,4315602,
2020-03-31,RS,c,1,4316006,
2020-03-31,RS,c,2,4316907,
2020-03-31,RS,c,4,4317103,
2020-03-31,RS,c,1,4317202,
2020-03-31,RS,c,1,4317400,
2020-03-31,RS,c,1,4317608,
2020-03-31,RS,c,1,4318051,
2020-03-31,RS,c,4,4318705,
2020-03-31,RS,c,1,4319901,
2020-03-31,RS,c,3,4320404,
2020-03-31,RS,c,1,4321204,
2020-03-31,RS,c,1,4321303,
2020-03-31,RS,c,7,4321501,
2020-03-31,RS,c,1,4323002,
2020-03-31,RS,s,305,43,2.68079
2020-03-31,SC,c,1,4201208,
2020-03-31,SC,c,1,4201950,
2020-03-31,SC,c,9,4202008,
2020-03-31,SC,c,19,4202404,
2020-03-31,SC,c,12,4202800,
2020-03-31,SC,c,3,4202909,
2020-03-31,SC,c,7,4203204,
2020-03-31,SC,c,1,4203709,
2020-03-31,SC,c,5,4204202,
2020-03-31,SC,c,17,4204608,
2020-03-31,SC,c,58,4205407,
2020-03-31,SC,c,2,4205902,
2020-03-31,SC,c,3,4206207,
2020-03-31,SC,c,1,4207007,
2020-03-31,SC,c,5,4207304,
2020-03-31,SC,c,8,,
2020-03-31,SC,c,1,4207502,
2020-03-31,SC,c,18,4208203,
2020-03-31,SC,c,2,4208302,
2020-03-31,SC,c,2,4208807,
2020-03-31,SC,c,3,4208906,
2020-03-31,SC,c,14,4209102,
2020-03-31,SC,c,1,4209300,
2020-03-31,SC,c,1,4209409,
2020-03-31,SC,c,3,4211306,
2020-03-31,SC,c,2,4212205,
2020-03-31,SC,c,1,4212650,
2020-03-31,SC,c,1,4213203,
2020-03-31,SC,c,4,4213500,
2020-03-31,SC,c,2,4214300,
2020-03-31,SC,c,1,4216206,
2020-03-31,SC,c,10,4216602,
2020-03-31,SC,c,1,4216909,
2020-03-31,SC,c,1,4217006,
2020-03-31,SC,c,1,4217253,
2020-03-31,SC,c,2,4217600,
2020-03-31,SC,c,1,4218004,
2020-03-31,SC,c,1,4218103,
2020-03-31,SC,c,9,4218707,
2020-03-31,SC,c,1,4219002,
2020-03-31,SC,s,235,42,3.27993
2020-03-31,SE,c,16,2800308,
2020-03-31,SE,c,1,2804508,
2020-03-31,SE,c,2,2805703,
2020-03-31,SE,s,19,28,0.82656
2020-03-31,SP,c,2,3501608,
2020-03-31,SP,c,1,3502804,
2020-03-31,SP,c,2,3503901,
2020-03-31,SP,c,20,3505708,
2020-03-31,SP,c,1,3506003,
2020-03-31,SP,c,1,3507803,
2020-03-31,SP,c,1,3508603,
2020-03-31,SP,c,9,3509007,
2020-03-31,SP,c,1,3509205,
2020-03-31,SP,c,15,3509502,
2020-03-31,SP,c,6,3510609,
2020-03-31,SP,c,12,3513009,
2020-03-31,SP,c,5,3513801,
2020-03-31,SP,c,7,3515004,
2020-03-31,SP,c,5,3515707,
2020-03-31,SP,c,3,3516408,
2020-03-31,SP,c,1,3518701,
2020-03-31,SP,c,21,3518800,
2020-03-31,SP,c,1,3519071,
2020-03-31,SP,c,53,,
2020-03-31,SP,c,1,3521408,
2020-03-31,SP,c,3,3522208,
2020-03-31,SP,c,6,3522505,
2020-03-31,SP,c,1,3523107,
2020-03-31,SP,c,1,3524006,
2020-03-31,SP,c,1,3524709,
2020-03-31,SP,c,2,3525003,
2020-03-31,SP,c,3,3525904,
2020-03-31,SP,c,1,3526803,
2020-03-31,SP,c,1,3527306,
2020-03-31,SP,c,2,3528502,
2020-03-31,SP,c,1,3529302,
2020-03-31,SP,c,3,3529401,
2020-03-31,SP,c,10,3530607,
2020-03-31,SP,c,1,3530706,
2020-03-31,SP,c,1,3533403,
2020-03-31,SP,c,33,3534401,
2020-03-31,SP,c,1,3536505,
2020-03-31,SP,c,1,3537305,
2020-03-31,SP,c,5,3538709,
2020-03-31,SP,c,1,3538907,
2020-03-31,SP,c,1,3539806,
2020-03-31,SP,c,0,3540606,
2020-03-31,SP,c,1,3543303,
2020-03-31,SP,c,6,3543402,
2020-03-31,SP,c,1,3543907,
2020-03-31,SP,c,1,3545308,
2020-03-31,SP,c,1,3546801,
2020-03-31,SP,c,17,3547304,
2020-03-31,SP,c,48,3547809,
2020-03-31,SP,c,14,3548500,
2020-03-31,SP,c,44,3548708,
2020-03-31,SP,c,30,3548807,
2020-03-31,SP,c,1,3549706,
2020-03-31,SP,c,6,3549805,
2020-03-31,SP,c,9,3549904,
2020-03-31,SP,c,1885,3550308,
2020-03-31,SP,c,1,3550407,
2020-03-31,SP,c,2,3550704,
2020-03-31,SP,c,1,3551009,
2020-03-31,SP,c,3,3552205,
2020-03-31,SP,c,1,3552502,
2020-03-31,SP,c,12,3552809,
2020-03-31,SP,c,1,3554003,
2020-03-31,SP,c,1,3554102,
2020-03-31,SP,c,1,3556206,
2020-03-31,SP,c,2,3556453,
2020-03-31,SP,c,1,3556701,
2020-03-31,SP,c,1,3557006,
2020-03-31,SP,c,1,3557105,
2020-03-31,SP,s,2339,35,5.09375
2020-03-31,TO,c,3,1702109,
2020-03-31,TO,c,9,1721000,
2020-03-31,TO,s,12,17,0.76294
2020-03-30,AC,c,6,1200013,
2020-03-30,AC,c,1,1200807,
2020-03-30,AC,c,34,1200401,
2020-03-30,AC,s,41,12,4.64887
2020-03-30,AL,c,4,,
2020-03-30,AL,c,12,2704302,
2020-03-30,AL,c,1,2707503,
2020-03-30,AL,s,17,27,0.50939
2020-03-30,AM,c,1,1300102,
2020-03-30,AM,c,1,1300706,
2020-03-30,AM,c,2,1301902,
2020-03-30,AM,c,2,1302504,
2020-03-30,AM,c,140,1302603,
2020-03-30,AM,c,1,1303205,
2020-03-30,AM,c,3,1303403,
2020-03-30,AM,c,1,1303700,
2020-03-30,AM,s,151,13,3.6433
2020-03-30,AP,c,8,1600303,
2020-03-30,AP,s,8,16,0.94593
2020-03-30,BA,c,1,2900702,
2020-03-30,BA,c,1,2903201,
2020-03-30,BA,c,1,2904605,
2020-03-30,BA,c,1,2905701,
2020-03-30,BA,c,1,2906204,
2020-03-30,BA,c,1,2908507,
2020-03-30,BA,c,1,2908606,
2020-03-30,BA,c,1,2910057,
2020-03-30,BA,c,12,2910800,
2020-03-30,BA,c,2,2913606,
2020-03-30,BA,c,0,,
2020-03-30,BA,c,0,2913903,
2020-03-30,BA,c,2,2914802,
2020-03-30,BA,c,1,2915205,
2020-03-30,BA,c,1,2915601,
2020-03-30,BA,c,1,2917102,
2020-03-30,BA,c,1,2918001,
2020-03-30,BA,c,2,2918407,
2020-03-30,BA,c,12,2919207,
2020-03-30,BA,c,1,2922904,
2020-03-30,BA,c,1,2925204,
2020-03-30,BA,c,10,2925303,
2020-03-30,BA,c,3,2925501,
2020-03-30,BA,c,117,2927408,
2020-03-30,BA,c,1,2928950,
2020-03-30,BA,c,1,2931350,
2020-03-30,BA,s,176,29,1.18335
2020-03-30,CE,c,14,2301000,
2020-03-30,CE,c,1,2302206,
2020-03-30,CE,c,1,2303709,
2020-03-30,CE,c,353,2304400,
2020-03-30,CE,c,1,2304459,
2020-03-30,CE,c,0,,
2020-03-30,CE,c,1,2306256,
2020-03-30,CE,c,1,2307304,
2020-03-30,CE,c,1,2307650,
2020-03-30,CE,c,1,2307700,
2020-03-30,CE,c,1,2308104,
2020-03-30,CE,c,2,2311306,
2020-03-30,CE,c,5,2312908,
2020-03-30,CE,s,382,23,4.18306
2020-03-30,DF,c,285,5300108,
2020-03-30,DF,c,27,,
2020-03-30,DF,s,312,53,10.34734
2020-03-30,ES,c,1,3201209,
2020-03-30,ES,c,3,3201308,
2020-03-30,ES,c,1,3201407,
2020-03-30,ES,c,1,3202405,
2020-03-30,ES,c,1,,
2020-03-30,ES,c,1,3202801,
2020-03-30,ES,c,4,3203205,
2020-03-30,ES,c,1,3204609,
2020-03-30,ES,c,1,3204906,
2020-03-30,ES,c,1,3204955,
2020-03-30,ES,c,13,3205002,
2020-03-30,ES,c,31,3205200,
2020-03-30,ES,c,26,3205309,
2020-03-30,ES,s,85,32,2.11514
2020-03-30,GO,c,1,5200258,
2020-03-30,GO,c,4,5201108,
2020-03-30,GO,c,2,5201405,
2020-03-30,GO,c,1,5205109,
2020-03-30,GO,c,1,5208608,
2020-03-30,GO,c,35,5208707,
2020-03-30,GO,c,1,5209705,
2020-03-30,GO,c,0,,
2020-03-30,GO,c,2,5211503,
2020-03-30,GO,c,2,5211909,
2020-03-30,GO,c,1,5212501,
2020-03-30,GO,c,7,5218805,
2020-03-30,GO,c,1,5220603,
2020-03-30,GO,c,2,5221858,
2020-03-30,GO,s,60,52,0.8549
2020-03-30,MA,c,30,2111300,
2020-03-30,MA,s,30,21,0.42402
2020-03-30,MG,c,163,3106200,
2020-03-30,MG,c,5,3106705,
2020-03-30,MG,c,1,3107109,
2020-03-30,MG,c,1,3107406,
2020-03-30,MG,c,1,3111200,
2020-03-30,MG,c,1,3111507,
2020-03-30,MG,c,1,3114204,
2020-03-30,MG,c,5,3118601,
2020-03-30,MG,c,1,3119401,
2020-03-30,MG,c,9,3122306,
2020-03-30,MG,c,1,3125101,
2020-03-30,MG,c,2,3127701,
2020-03-30,MG,c,1,3128907,
2020-03-30,MG,c,3,,
2020-03-30,MG,c,1,3131307,
2020-03-30,MG,c,13,3136702,
2020-03-30,MG,c,2,3137205,
2020-03-30,MG,c,1,3139409,
2020-03-30,MG,c,2,3140001,
2020-03-30,MG,c,1,3143906,
2020-03-30,MG,c,19,3144805,
2020-03-30,MG,c,1,3148103,
2020-03-30,MG,c,2,3151800,
2020-03-30,MG,c,3,3156700,
2020-03-30,MG,c,1,3157807,
2020-03-30,MG,c,2,3162500,
2020-03-30,MG,c,1,3166808,
2020-03-30,MG,c,2,3167202,
2020-03-30,MG,c,1,3168705,
2020-03-30,MG,c,3,3170107,
2020-03-30,MG,c,10,3170206,
2020-03-30,MG,c,1,3170404,
2020-03-30,MG,s,261,31,1.23295
2020-03-30,MS,c,3,5002001,
2020-03-30,MS,c,36,5002704,
2020-03-30,MS,c,2,5003702,
2020-03-30,MS,c,1,5006606,
2020-03-30,MS,c,1,5007406,
2020-03-30,MS,c,1,5007901,
2020-03-30,MS,s,44,50,1.58331
2020-03-30,MT,c,12,5103403,
2020-03-30,MT,c,1,5108956,
2020-03-30,MT,c,3,5107602,
2020-03-30,MT,c,2,5108402,
2020-03-30,MT,s,18,51,0.51658
2020-03-30,PA,c,5,1500800,
2020-03-30,PA,c,17,1501402,
2020-03-30,PA,c,1,1502400,
2020-03-30,PA,c,1,1503606,
2020-03-30,PA,c,1,1504208,
2020-03-30,PA,c,1,1505536,
2020-03-30,PA,s,26,15,0.30222
2020-03-30,PB,c,2,2504009,
2020-03-30,PB,c,1,2502607,
2020-03-30,PB,c,12,2507507,
2020-03-30,PB,c,1,2510808,
2020-03-30,PB,c,1,2516201,
2020-03-30,PB,s,17,25,0.42308
2020-03-30,PE,c,1,2601706,
2020-03-30,PE,c,1,2603454,
2020-03-30,PE,c,1,2604106,
2020-03-30,PE,c,1,2605459,
2020-03-30,PE,c,1,2606200,
2020-03-30,PE,c,5,,
2020-03-30,PE,c,6,2607901,
2020-03-30,PE,c,5,2609600,
2020-03-30,PE,c,1,2610004,
2020-03-30,PE,c,2,2611101,
2020-03-30,PE,c,52,2611606,
2020-03-30,PE,c,1,2613701,
2020-03-30,PE,s,77,26,0.80569
2020-03-30,PI,c,1,2207702,
2020-03-30,PI,c,1,2210052,
2020-03-30,PI,c,16,2211001,
2020-03-30,PI,s,18,22,0.54992
2020-03-30,PR,c,2,4100400,
2020-03-30,PR,c,3,4104204,
2020-03-30,PR,c,2,4104303,
2020-03-30,PR,c,8,4104808,
2020-03-30,PR,c,1,4104907,
2020-03-30,PR,c,7,4105508,
2020-03-30,PR,c,0,4105805,
2020-03-30,PR,c,1,4106209,
2020-03-30,PR,c,77,4106902,
2020-03-30,PR,c,1,4107603,
2020-03-30,PR,c,10,4108304,
2020-03-30,PR,c,2,4108809,
2020-03-30,PR,c,1,4109401,
2020-03-30,PR,c,5,,
2020-03-30,PR,c,1,4110805,
2020-03-30,PR,c,7,4113700,
2020-03-30,PR,c,1,4114609,
2020-03-30,PR,c,8,4115200,
2020-03-30,PR,c,1,4115309,
2020-03-30,PR,c,1,4115705,
2020-03-30,PR,c,1,4115804,
2020-03-30,PR,c,2,4118402,
2020-03-30,PR,c,2,4118501,
2020-03-30,PR,c,1,4118808,
2020-03-30,PR,c,3,4119152,
2020-03-30,PR,c,3,4119905,
2020-03-30,PR,c,1,4120705,
2020-03-30,PR,c,1,4122206,
2020-03-30,PR,c,1,4122305,
2020-03-30,PR,c,1,4125506,
2020-03-30,PR,c,1,4127106,
2020-03-30,PR,c,1,4127304,
2020-03-30,PR,c,2,4128104,
2020-03-30,PR,c,1,4128203,
2020-03-30,PR,s,160,41,1.39934
2020-03-30,RJ,c,1,3300100,
2020-03-30,RJ,c,1,3300407,
2020-03-30,RJ,c,2,3300456,
2020-03-30,RJ,c,1,3301009,
2020-03-30,RJ,c,5,3301702,
2020-03-30,RJ,c,1,3301850,
2020-03-30,RJ,c,0,,
2020-03-30,RJ,c,3,3301900,
2020-03-30,RJ,c,1,3302601,
2020-03-30,RJ,c,1,3302700,
2020-03-30,RJ,c,1,3302908,
2020-03-30,RJ,c,47,3303302,
2020-03-30,RJ,c,7,3303500,
2020-03-30,RJ,c,4,3303906,
2020-03-30,RJ,c,1,3304144,
2020-03-30,RJ,c,2,3304201,
2020-03-30,RJ,c,2,3304300,
2020-03-30,RJ,c,2,3304524,
2020-03-30,RJ,c,553,3304557,
2020-03-30,RJ,c,7,3304904,
2020-03-30,RJ,c,1,3305109,
2020-03-30,RJ,c,1,3305554,
2020-03-30,RJ,c,1,3305802,
2020-03-30,RJ,c,1,3306107,
2020-03-30,RJ,c,11,3306305,
2020-03-30,RJ,s,657,33,3.8054
2020-03-30,RN,c,1,2400208,
2020-03-30,RN,c,1,2401008,
2020-03-30,RN,c,2,2402006,
2020-03-30,RN,c,1,2402501,
2020-03-30,RN,c,2,,
2020-03-30,RN,c,1,2407005,
2020-03-30,RN,c,1,2407104,
2020-03-30,RN,c,1,2407807,
2020-03-30,RN,c,16,2408003,
2020-03-30,RN,c,36,2408102,
2020-03-30,RN,c,10,2403251,
2020-03-30,RN,c,1,2409100,
2020-03-30,RN,c,2,2412005,
2020-03-30,RN,c,1,2412203,
2020-03-30,RN,c,1,2411056,
2020-03-30,RN,s,77,24,2.1957
2020-03-30,RO,c,1,1100114,
2020-03-30,RO,c,1,1100122,
2020-03-30,RO,c,6,1100205,
2020-03-30,RO,s,8,11,0.45014
2020-03-30,RR,c,13,1400100,
2020-03-30,RR,c,3,1400159,
2020-03-30,RR,s,16,14,2.64131
2020-03-30,RS,c,2,4300604,
2020-03-30,RS,c,2,4300703,
2020-03-30,RS,c,15,4301602,
2020-03-30,RS,c,2,4302105,
2020-03-30,RS,c,1,4303004,
2020-03-30,RS,c,0,4303509,
2020-03-30,RS,c,2,4303905,
2020-03-30,RS,c,1,4304507,
2020-03-30,RS,c,8,4304606,
2020-03-30,RS,c,2,4304630,
2020-03-30,RS,c,1,4304804,
2020-03-30,RS,c,13,4305108,
2020-03-30,RS,c,1,4305173,
2020-03-30,RS,c,1,4305355,
2020-03-30,RS,c,1,4306205,
2020-03-30,RS,c,1,4306403,
2020-03-30,RS,c,1,4306601,
2020-03-30,RS,c,1,4306767,
2020-03-30,RS,c,3,4307005,
2020-03-30,RS,c,2,4307609,
2020-03-30,RS,c,1,4307807,
2020-03-30,RS,c,1,4307906,
2020-03-30,RS,c,1,4308607,
2020-03-30,RS,c,1,4309209,
2020-03-30,RS,c,3,4310801,
2020-03-30,RS,c,5,4311403,
2020-03-30,RS,c,1,4311809,
2020-03-30,RS,c,1,4313102,
2020-03-30,RS,c,2,4313409,
2020-03-30,RS,c,1,4313508,
2020-03-30,RS,c,1,4314001,
2020-03-30,RS,c,1,4314100,
2020-03-30,RS,c,2,4314407,
2020-03-30,RS,c,1,4314605,
2020-03-30,RS,c,143,4314902,
2020-03-30,RS,c,2,4315602,
2020-03-30,RS,c,1,4316006,
2020-03-30,RS,c,2,4316907,
2020-03-30,RS,c,4,4317103,
2020-03-30,RS,c,1,4317202,
2020-03-30,RS,c,1,4317400,
2020-03-30,RS,c,1,4317608,
2020-03-30,RS,c,3,4318705,
2020-03-30,RS,c,1,4319901,
2020-03-30,RS,c,3,4320404,
2020-03-30,RS,c,1,4321204,
2020-03-30,RS,c,1,4321303,
2020-03-30,RS,c,7,4321501,
2020-03-30,RS,c,1,4323002,
2020-03-30,RS,s,254,43,2.23253
2020-03-30,SC,c,1,4201208,
2020-03-30,SC,c,1,4201950,
2020-03-30,SC,c,9,4202008,
2020-03-30,SC,c,14,4202404,
2020-03-30,SC,c,12,4202800,
2020-03-30,SC,c,2,4202909,
2020-03-30,SC,c,7,4203204,
2020-03-30,SC,c,1,4203709,
2020-03-30,SC,c,5,4204202,
2020-03-30,SC,c,15,4204608,
2020-03-30,SC,c,50,4205407,
2020-03-30,SC,c,2,4205902,
2020-03-30,SC,c,3,4206207,
2020-03-30,SC,c,1,4207007,
2020-03-30,SC,c,5,4207304,
2020-03-30,SC,c,8,,
2020-03-30,SC,c,1,4207502,
2020-03-30,SC,c,18,4208203,
2020-03-30,SC,c,2,4208302,
2020-03-30,SC,c,2,4208807,
2020-03-30,SC,c,3,4208906,
2020-03-30,SC,c,14,4209102,
2020-03-30,SC,c,1,4209300,
2020-03-30,SC,c,1,4209409,
2020-03-30,SC,c,3,4211306,
2020-03-30,SC,c,2,4212205,
2020-03-30,SC,c,1,4212650,
2020-03-30,SC,c,1,4213203,
2020-03-30,SC,c,4,4213500,
2020-03-30,SC,c,2,4214300,
2020-03-30,SC,c,1,4216206,
2020-03-30,SC,c,10,4216602,
2020-03-30,SC,c,1,4216909,
2020-03-30,SC,c,1,4217006,
2020-03-30,SC,c,1,4217253,
2020-03-30,SC,c,2,4217600,
2020-03-30,SC,c,1,4218004,
2020-03-30,SC,c,1,4218103,
2020-03-30,SC,c,9,4218707,
2020-03-30,SC,c,1,4219002,
2020-03-30,SC,s,219,42,3.05662
2020-03-30,SE,c,15,2800308,
2020-03-30,SE,c,1,2804508,
2020-03-30,SE,c,2,2805703,
2020-03-30,SE,s,18,28,0.78305
2020-03-30,SP,c,1,3503901,
2020-03-30,SP,c,6,3505708,
2020-03-30,SP,c,1,3507803,
2020-03-30,SP,c,3,3509007,
2020-03-30,SP,c,1,3509205,
2020-03-30,SP,c,11,3509502,
2020-03-30,SP,c,3,3510609,
2020-03-30,SP,c,6,3513009,
2020-03-30,SP,c,2,3513801,
2020-03-30,SP,c,3,3515004,
2020-03-30,SP,c,3,3515707,
2020-03-30,SP,c,14,3518800,
2020-03-30,SP,c,1,3519071,
2020-03-30,SP,c,47,,
2020-03-30,SP,c,1,3521408,
2020-03-30,SP,c,1,3522505,
2020-03-30,SP,c,1,3524006,
2020-03-30,SP,c,1,3524709,
2020-03-30,SP,c,1,3525003,
2020-03-30,SP,c,3,3525904,
2020-03-30,SP,c,1,3527306,
2020-03-30,SP,c,2,3528502,
2020-03-30,SP,c,2,3529401,
