date,state,p,confirmed,city_ibge_code,confirmed_per_100k_inhabitants
2020-04-21,PB,c,24,2513703,
2020-04-21,PB,c,1,2513901,
2020-04-21,PB,c,1,2500700,
2020-04-21,PB,c,3,2515302,
2020-04-21,PB,c,1,2515500,
2020-04-21,PB,c,1,2516201,
2020-04-21,PB,c,1,2516508,
2020-04-21,PB,s,301,25,7.49105
2020-04-21,PE,c,29,2600054,
2020-04-21,PE,c,1,2600609,
2020-04-21,PE,c,5,2600708,
2020-04-21,PE,c,1,2600807,
2020-04-21,PE,c,1,2600906,
2020-04-21,PE,c,2,2601052,
2020-04-21,PE,c,11,2601201,
2020-04-21,PE,c,5,2601706,
2020-04-21,PE,c,2,2601904,
2020-04-21,PE,c,2,2602100,
2020-04-21,PE,c,3,2602209,
2020-04-21,PE,c,2,2602308,
2020-04-21,PE,c,32,2602902,
2020-04-21,PE,c,8,2603108,
2020-04-21,PE,c,1,2603207,
2020-04-21,PE,c,110,2603454,
2020-04-21,PE,c,1,2603801,
2020-04-21,PE,c,1,2603900,
2020-04-21,PE,c,3,2604007,
2020-04-21,PE,c,15,2604106,
2020-04-21,PE,c,2,2604205,
2020-04-21,PE,c,2,2604403,
2020-04-21,PE,c,3,2604502,
2020-04-21,PE,c,1,2605004,
2020-04-21,PE,c,1,2605103,
2020-04-21,PE,c,4,2605202,
2020-04-21,PE,c,2,2605400,
2020-04-21,PE,c,29,2605459,
2020-04-21,PE,c,1,2605509,
2020-04-21,PE,c,2,2605806,
2020-04-21,PE,c,1,2605905,
2020-04-21,PE,c,7,2606002,
2020-04-21,PE,c,3,2606101,
2020-04-21,PE,c,7,2606200,
2020-04-21,PE,c,2,2606408,
2020-04-21,PE,c,24,2606804,
2020-04-21,PE,c,5,2607604,
2020-04-21,PE,c,11,,
2020-04-21,PE,c,1,2607000,
2020-04-21,PE,c,11,2607208,
2020-04-21,PE,c,8,2607307,
2020-04-21,PE,c,1,2607653,
2020-04-21,PE,c,0,2607703,
2020-04-21,PE,c,2,2607752,
2020-04-21,PE,c,218,2607901,
2020-04-21,PE,c,1,2608008,
2020-04-21,PE,c,1,2608057,
2020-04-21,PE,c,5,2608107,
2020-04-21,PE,c,1,2608305,
2020-04-21,PE,c,1,2608503,
2020-04-21,PE,c,2,2608453,
2020-04-21,PE,c,1,2608701,
2020-04-21,PE,c,9,2608909,
2020-04-21,PE,c,2,2609006,
2020-04-21,PE,c,2,2609105,
2020-04-21,PE,c,12,2609402,
2020-04-21,PE,c,253,2609600,
2020-04-21,PE,c,5,2610004,
2020-04-21,PE,c,3,2610509,
2020-04-21,PE,c,13,2610608,
2020-04-21,PE,c,164,2610707,
2020-04-21,PE,c,1,2610806,
2020-04-21,PE,c,1,2610905,
2020-04-21,PE,c,9,2611101,
2020-04-21,PE,c,1,2611200,
2020-04-21,PE,c,6,2611309,
2020-04-21,PE,c,1,2611507,
2020-04-21,PE,c,1687,2611606,
2020-04-21,PE,c,2,2611804,
2020-04-21,PE,c,1,2611903,
2020-04-21,PE,c,8,2612208,
2020-04-21,PE,c,0,2612406,
2020-04-21,PE,c,2,2612505,
2020-04-21,PE,c,1,2613008,
2020-04-21,PE,c,4,2613107,
2020-04-21,PE,c,1,2613404,
2020-04-21,PE,c,1,2613602,
2020-04-21,PE,c,73,2613701,
2020-04-21,PE,c,1,2613800,
2020-04-21,PE,c,6,2613909,
2020-04-21,PE,c,1,2614105,
2020-04-21,PE,c,2,2614204,
2020-04-21,PE,c,2,2614501,
2020-04-21,PE,c,1,2614600,
2020-04-21,PE,c,4,2615300,
2020-04-21,PE,c,1,2615409,
2020-04-21,PE,c,2,2615508,
2020-04-21,PE,c,2,2615706,
2020-04-21,PE,c,0,2615805,
2020-04-21,PE,c,1,2615904,
2020-04-21,PE,c,1,2616209,
2020-04-21,PE,c,1,2616308,
2020-04-21,PE,c,26,2616407,
2020-04-21,PE,s,2908,26,30.42773
2020-04-21,PI,c,1,2200400,
2020-04-21,PI,c,1,2200608,
2020-04-21,PI,c,1,2201739,
2020-04-21,PI,c,1,2201919,
2020-04-21,PI,c,1,2201929,
2020-04-21,PI,c,3,2202208,
2020-04-21,PI,c,1,2202505,
2020-04-21,PI,c,1,2202752,
2020-04-21,PI,c,1,2203305,
2020-04-21,PI,c,3,2203701,
2020-04-21,PI,c,2,2203909,
2020-04-21,PI,c,1,2204006,
2020-04-21,PI,c,1,2204709,
2020-04-21,PI,c,1,2205102,
2020-04-21,PI,c,1,2205565,
2020-04-21,PI,c,2,2205706,
2020-04-21,PI,c,2,2206209,
2020-04-21,PI,c,1,2206720,
2020-04-21,PI,c,10,2207702,
2020-04-21,PI,c,1,2207900,
2020-04-21,PI,c,2,2208007,
2020-04-21,PI,c,1,2208106,
2020-04-21,PI,c,5,2208304,
2020-04-21,PI,c,1,2208874,
2020-04-21,PI,c,3,2210052,
2020-04-21,PI,c,1,2210201,
2020-04-21,PI,c,5,2210607,
2020-04-21,PI,c,150,2211001,
2020-04-21,PI,c,2,2211100,
2020-04-21,PI,s,206,22,6.29348
2020-04-21,PR,c,6,4100400,
2020-04-21,PR,c,3,4100608,
2020-04-21,PR,c,1,4100905,
2020-04-21,PR,c,12,4101408,
2020-04-21,PR,c,13,4101507,
2020-04-21,PR,c,8,4101705,
2020-04-21,PR,c,5,4101804,
2020-04-21,PR,c,1,4101903,
2020-04-21,PR,c,9,4102000,
2020-04-21,PR,c,5,4102307,
2020-04-21,PR,c,3,4102406,
2020-04-21,PR,c,4,4103701,
2020-04-21,PR,c,1,4103909,
2020-04-21,PR,c,5,4104006,
2020-04-21,PR,c,17,4104204,
2020-04-21,PR,c,1,4104253,
2020-04-21,PR,c,24,4104303,
2020-04-21,PR,c,64,4104808,
2020-04-21,PR,c,2,4104907,
2020-04-21,PR,c,1,4105409,
2020-04-21,PR,c,15,4105508,
2020-04-21,PR,c,9,4105805,
2020-04-21,PR,c,1,4106209,
2020-04-21,PR,c,1,4106407,
2020-04-21,PR,c,1,4106704,
2020-04-21,PR,c,373,4106902,
2020-04-21,PR,c,1,4107207,
2020-04-21,PR,c,1,4107603,
2020-04-21,PR,c,7,4107652,
2020-04-21,PR,c,38,4108304,
2020-04-21,PR,c,3,4108403,
2020-04-21,PR,c,4,4108601,
2020-04-21,PR,c,8,4108809,
2020-04-21,PR,c,3,4108908,
2020-04-21,PR,c,1,4109203,
2020-04-21,PR,c,5,4109302,
2020-04-21,PR,c,3,4109401,
2020-04-21,PR,c,1,4109708,
2020-04-21,PR,c,11,4109757,
2020-04-21,PR,c,1,4109807,
2020-04-21,PR,c,1,4110078,
2020-04-21,PR,c,14,,
2020-04-21,PR,c,1,4110805,
2020-04-21,PR,c,1,4111258,
2020-04-21,PR,c,6,4111506,
2020-04-21,PR,c,1,4111803,
2020-04-21,PR,c,1,4111902,
2020-04-21,PR,c,1,4112405,
2020-04-21,PR,c,2,4112702,
2020-04-21,PR,c,1,4113007,
2020-04-21,PR,c,3,4113205,
2020-04-21,PR,c,1,4113403,
2020-04-21,PR,c,90,4113700,
2020-04-21,PR,c,1,4114203,
2020-04-21,PR,c,3,4114302,
2020-04-21,PR,c,1,4114500,
2020-04-21,PR,c,2,4114609,
2020-04-21,PR,c,49,4115200,
2020-04-21,PR,c,2,4115309,
2020-04-21,PR,c,2,4115507,
2020-04-21,PR,c,2,4115705,
2020-04-21,PR,c,4,4115804,
2020-04-21,PR,c,1,4116208,
2020-04-21,PR,c,1,4117107,
2020-04-21,PR,c,1,4117503,
2020-04-21,PR,c,1,4117602,
2020-04-21,PR,c,2,4117701,
2020-04-21,PR,c,4,4118105,
2020-04-21,PR,c,12,4118204,
2020-04-21,PR,c,12,4118402,
2020-04-21,PR,c,14,4118501,
2020-04-21,PR,c,2,4118808,
2020-04-21,PR,c,18,4119152,
2020-04-21,PR,c,1,4119251,
2020-04-21,PR,c,2,4119301,
2020-04-21,PR,c,3,4119509,
2020-04-21,PR,c,1,4119707,
2020-04-21,PR,c,7,4119905,
2020-04-21,PR,c,2,4120507,
2020-04-21,PR,c,2,4120705,
2020-04-21,PR,c,1,4120804,
2020-04-21,PR,c,2,4121208,
2020-04-21,PR,c,1,4121257,
2020-04-21,PR,c,4,4122206,
2020-04-21,PR,c,2,4122305,
2020-04-21,PR,c,3,4122404,
2020-04-21,PR,c,1,4123303,
2020-04-21,PR,c,7,4123402,
2020-04-21,PR,c,0,4123709,
2020-04-21,PR,c,7,4123956,
2020-04-21,PR,c,1,4124004,
2020-04-21,PR,c,1,4124053,
2020-04-21,PR,c,1,4124202,
2020-04-21,PR,c,6,4124905,
2020-04-21,PR,c,6,4125001,
2020-04-21,PR,c,18,4125506,
2020-04-21,PR,c,1,4125555,
2020-04-21,PR,c,2,4126256,
2020-04-21,PR,c,1,4126405,
2020-04-21,PR,c,1,4126702,
2020-04-21,PR,c,8,4127106,
2020-04-21,PR,c,2,4127205,
2020-04-21,PR,c,1,4127304,
2020-04-21,PR,c,1,4127700,
2020-04-21,PR,c,1,4127957,
2020-04-21,PR,c,4,4128104,
2020-04-21,PR,c,6,4128203,
2020-04-21,PR,c,2,4128609,
2020-04-21,PR,c,1,4128708,
2020-04-21,PR,s,1039,41,9.08697
2020-04-21,RJ,c,8,3300100,
2020-04-21,RJ,c,19,3300209,
2020-04-21,RJ,c,1,3300225,
2020-04-21,RJ,c,4,3300233,
2020-04-21,RJ,c,3,3300258,
2020-04-21,RJ,c,12,3300308,
2020-04-21,RJ,c,15,3300407,
2020-04-21,RJ,c,78,3300456,
2020-04-21,RJ,c,4,3300506,
2020-04-21,RJ,c,5,3300605,
2020-04-21,RJ,c,12,3300704,
2020-04-21,RJ,c,5,3300803,
2020-04-21,RJ,c,7,3301009,
2020-04-21,RJ,c,1,3301108,
2020-04-21,RJ,c,1,3300936,
2020-04-21,RJ,c,13,3301306,
2020-04-21,RJ,c,205,3301702,
2020-04-21,RJ,c,3,3301850,
2020-04-21,RJ,c,6,3301876,
2020-04-21,RJ,c,0,,
2020-04-21,RJ,c,48,3301900,
2020-04-21,RJ,c,12,3302007,
2020-04-21,RJ,c,3,3302205,
2020-04-21,RJ,c,1,3302254,
2020-04-21,RJ,c,11,3302270,
2020-04-21,RJ,c,19,3302403,
2020-04-21,RJ,c,35,3302502,
2020-04-21,RJ,c,5,3302601,
2020-04-21,RJ,c,39,3302700,
2020-04-21,RJ,c,1,3302809,
2020-04-21,RJ,c,68,3302858,
2020-04-21,RJ,c,5,3302908,
2020-04-21,RJ,c,31,3303203,
2020-04-21,RJ,c,233,3303302,
2020-04-21,RJ,c,32,3303401,
2020-04-21,RJ,c,196,3303500,
2020-04-21,RJ,c,8,3303609,
2020-04-21,RJ,c,3,3303708,
2020-04-21,RJ,c,4,3303807,
2020-04-21,RJ,c,2,3303856,
2020-04-21,RJ,c,71,3303906,
2020-04-21,RJ,c,1,3303955,
2020-04-21,RJ,c,3,3304003,
2020-04-21,RJ,c,1,3304102,
2020-04-21,RJ,c,3,3304110,
2020-04-21,RJ,c,2,3304128,
2020-04-21,RJ,c,19,3304144,
2020-04-21,RJ,c,3,3304151,
2020-04-21,RJ,c,13,3304201,
2020-04-21,RJ,c,9,3304300,
2020-04-21,RJ,c,1,3304508,
2020-04-21,RJ,c,16,3304524,
2020-04-21,RJ,c,3587,3304557,
2020-04-21,RJ,c,1,3304706,
2020-04-21,RJ,c,3,3304805,
2020-04-21,RJ,c,2,3304755,
2020-04-21,RJ,c,112,3304904,
2020-04-21,RJ,c,1,3305000,
2020-04-21,RJ,c,92,3305109,
2020-04-21,RJ,c,12,3305208,
2020-04-21,RJ,c,3,3305406,
2020-04-21,RJ,c,5,3305505,
2020-04-21,RJ,c,4,3305554,
2020-04-21,RJ,c,0,3305604,
2020-04-21,RJ,c,1,3305703,
2020-04-21,RJ,c,8,3305752,
2020-04-21,RJ,c,21,3305802,
2020-04-21,RJ,c,0,3305901,
2020-04-21,RJ,c,5,3306008,
2020-04-21,RJ,c,2,3306107,
2020-04-21,RJ,c,147,3306305,
2020-04-21,RJ,s,5306,33,30.7328
2020-04-21,RN,c,1,2400109,
2020-04-21,RN,c,24,2400208,
2020-04-21,RN,c,1,2400505,
2020-04-21,RN,c,1,2400703,
2020-04-21,RN,c,7,2401008,
2020-04-21,RN,c,4,2401107,
2020-04-21,RN,c,1,2401404,
2020-04-21,RN,c,0,2401453,
2020-04-21,RN,c,1,2401503,
2020-04-21,RN,c,2,2401602,
2020-04-21,RN,c,0,2402006,
2020-04-21,RN,c,7,2402204,
2020-04-21,RN,c,1,2402303,
2020-04-21,RN,c,1,2402501,
2020-04-21,RN,c,8,2402600,
2020-04-21,RN,c,1,2402709,
2020-04-21,RN,c,1,2402907,
2020-04-21,RN,c,2,2403103,
2020-04-21,RN,c,4,2403301,
2020-04-21,RN,c,6,2403608,
2020-04-21,RN,c,1,2404606,
2020-04-21,RN,c,5,,
2020-04-21,RN,c,2,2404705,
2020-04-21,RN,c,1,2405009,
2020-04-21,RN,c,1,2405306,
2020-04-21,RN,c,1,2406304,
2020-04-21,RN,c,1,2406809,
2020-04-21,RN,c,1,2407005,
2020-04-21,RN,c,11,2407104,
2020-04-21,RN,c,3,2407807,
2020-04-21,RN,c,106,2408003,
2020-04-21,RN,c,304,2408102,
2020-04-21,RN,c,1,2408201,
2020-04-21,RN,c,73,2403251,
2020-04-21,RN,c,1,2409100,
2020-04-21,RN,c,2,2409407,
2020-04-21,RN,c,1,2410108,
2020-04-21,RN,c,3,2411205,
2020-04-21,RN,c,5,2411502,
2020-04-21,RN,c,34,2412005,
2020-04-21,RN,c,5,2412203,
2020-04-21,RN,c,1,2412500,
2020-04-21,RN,c,1,2412559,
2020-04-21,RN,c,1,2412708,
2020-04-21,RN,c,1,2412807,
2020-04-21,RN,c,1,2413300,
2020-04-21,RN,c,1,2413904,
2020-04-21,RN,c,2,2414100,
2020-04-21,RN,c,2,2411056,
2020-04-21,RN,c,1,2414407,
2020-04-21,RN,s,646,24,18.42107
2020-04-21,RO,c,1,1100403,
2020-04-21,RO,c,39,1100023,
2020-04-21,RO,c,1,1100452,
2020-04-21,RO,c,1,1100114,
2020-04-21,RO,c,7,1100122,
2020-04-21,RO,c,6,1100155,
2020-04-21,RO,c,1,1100189,
2020-04-21,RO,c,163,1100205,
2020-04-21,RO,c,3,1100288,
2020-04-21,RO,c,1,1100304,
2020-04-21,RO,s,223,11,12.54765
2020-04-21,RR,c,2,1400050,
2020-04-21,RR,c,252,1400100,
2020-04-21,RR,c,3,1400159,
2020-04-21,RR,c,4,1400175,
2020-04-21,RR,c,1,1400233,
2020-04-21,RR,c,1,1400308,
2020-04-21,RR,c,13,1400456,
2020-04-21,RR,c,3,1400472,
2020-04-21,RR,c,1,1400605,
2020-04-21,RR,s,280,14,46.22285
2020-04-21,RS,c,1,4300208,
2020-04-21,RS,c,1,4300406,
2020-04-21,RS,c,9,4300604,
2020-04-21,RS,c,2,4300703,
2020-04-21,RS,c,1,4301008,
2020-04-21,RS,c,2,4301057,
2020-04-21,RS,c,3,4301107,
2020-04-21,RS,c,29,4301602,
2020-04-21,RS,c,14,4302105,
2020-04-21,RS,c,2,4302402,
2020-04-21,RS,c,2,4303004,
2020-04-21,RS,c,9,4303103,
2020-04-21,RS,c,0,4303509,
2020-04-21,RS,c,4,4303905,
2020-04-21,RS,c,1,4304200,
2020-04-21,RS,c,2,4304507,
2020-04-21,RS,c,19,4304606,
2020-04-21,RS,c,6,4304630,
2020-04-21,RS,c,1,4304663,
2020-04-21,RS,c,1,4304705,
2020-04-21,RS,c,5,4304804,
2020-04-21,RS,c,44,4305108,
2020-04-21,RS,c,1,4305173,
2020-04-21,RS,c,1,4305306,
2020-04-21,RS,c,2,4305355,
2020-04-21,RS,c,2,4305454,
2020-04-21,RS,c,2,4306205,
2020-04-21,RS,c,2,4306403,
2020-04-21,RS,c,1,4306601,
2020-04-21,RS,c,1,4306767,
2020-04-21,RS,c,2,4306809,
2020-04-21,RS,c,2,4306908,
2020-04-21,RS,c,4,4307005,
2020-04-21,RS,c,2,4307500,
2020-04-21,RS,c,3,4307609,
2020-04-21,RS,c,5,4307708,
2020-04-21,RS,c,4,4307807,
2020-04-21,RS,c,7,4307906,
2020-04-21,RS,c,1,4308201,
2020-04-21,RS,c,4,4308607,
2020-04-21,RS,c,1,4309050,
2020-04-21,RS,c,15,4309209,
2020-04-21,RS,c,2,4309308,
2020-04-21,RS,c,5,4309555,
2020-04-21,RS,c,1,4309951,
2020-04-21,RS,c,1,4310330,
2020-04-21,RS,c,4,4310801,
2020-04-21,RS,c,26,4311403,
2020-04-21,RS,c,24,4311809,
2020-04-21,RS,c,2,4312252,
2020-04-21,RS,c,3,4312401,
2020-04-21,RS,c,1,4312609,
2020-04-21,RS,c,3,4312658,
2020-04-21,RS,c,1,4312674,
2020-04-21,RS,c,1,4313102,
2020-04-21,RS,c,26,4313409,
2020-04-21,RS,c,2,4313508,
2020-04-21,RS,c,2,4314001,
2020-04-21,RS,c,1,4314035,
2020-04-21,RS,c,43,4314100,
2020-04-21,RS,c,12,4314407,
2020-04-21,RS,c,1,4314605,
2020-04-21,RS,c,393,4314902,
2020-04-21,RS,c,4,4315602,
2020-04-21,RS,c,1,4315701,
2020-04-21,RS,c,1,4316006,
2020-04-21,RS,c,1,4316402,
2020-04-21,RS,c,3,4316600,
2020-04-21,RS,c,1,4316808,
2020-04-21,RS,c,18,4316907,
2020-04-21,RS,c,7,4317103,
2020-04-21,RS,c,4,4317202,
2020-04-21,RS,c,1,4317400,
2020-04-21,RS,c,2,4317608,
2020-04-21,RS,c,1,4317905,
2020-04-21,RS,c,3,4318051,
2020-04-21,RS,c,1,4318309,
2020-04-21,RS,c,2,4318440,
2020-04-21,RS,c,21,4318705,
2020-04-21,RS,c,1,4318804,
2020-04-21,RS,c,2,4319505,
2020-04-21,RS,c,2,4319901,
2020-04-21,RS,c,5,4320008,
2020-04-21,RS,c,1,4320107,
2020-04-21,RS,c,8,4320404,
2020-04-21,RS,c,1,4320800,
2020-04-21,RS,c,4,4320859,
2020-04-21,RS,c,1,4321204,
2020-04-21,RS,c,5,4321303,
2020-04-21,RS,c,1,4321451,
2020-04-21,RS,c,1,4321469,
2020-04-21,RS,c,9,4321501,
2020-04-21,RS,c,1,4321600,
2020-04-21,RS,c,1,4322251,
2020-04-21,RS,c,3,4322400,
2020-04-21,RS,c,3,4322509,
2020-04-21,RS,c,3,4322608,
2020-04-21,RS,c,1,4322806,
2020-04-21,RS,c,17,4323002,
2020-04-21,RS,c,2,4323200,
2020-04-21,RS,c,1,4323408,
2020-04-21,RS,s,918,43,8.06874
2020-04-21,SC,c,1,4200606,
2020-04-21,SC,c,1,4201000,
2020-04-21,SC,c,11,4201208,
2020-04-21,SC,c,4,4201273,
2020-04-21,SC,c,4,4201406,
2020-04-21,SC,c,1,4201505,
2020-04-21,SC,c,1,4201901,
2020-04-21,SC,c,2,4201950,
2020-04-21,SC,c,59,4202008,
2020-04-21,SC,c,2,4202073,
2020-04-21,SC,c,2,4212809,
2020-04-21,SC,c,1,4202107,
2020-04-21,SC,c,2,4202305,
2020-04-21,SC,c,81,4202404,
2020-04-21,SC,c,3,4202701,
2020-04-21,SC,c,27,4202800,
2020-04-21,SC,c,36,4202909,
2020-04-21,SC,c,5,4203006,
2020-04-21,SC,c,60,4203204,
2020-04-21,SC,c,1,4203709,
2020-04-21,SC,c,2,4203956,
2020-04-21,SC,c,2,4204004,
2020-04-21,SC,c,6,4204202,
2020-04-21,SC,c,1,4204251,
2020-04-21,SC,c,4,4204301,
2020-04-21,SC,c,46,4204608,
2020-04-21,SC,c,240,4205407,
2020-04-21,SC,c,1,4205456,
2020-04-21,SC,c,2,4205704,
2020-04-21,SC,c,7,4205902,
2020-04-21,SC,c,3,4206009,
2020-04-21,SC,c,11,4206207,
2020-04-21,SC,c,2,4206306,
2020-04-21,SC,c,1,4206504,
2020-04-21,SC,c,2,4206702,
2020-04-21,SC,c,7,4207007,
2020-04-21,SC,c,1,4207106,
2020-04-21,SC,c,14,4207304,
2020-04-21,SC,c,14,,
2020-04-21,SC,c,4,4207502,
2020-04-21,SC,c,5,4207700,
2020-04-21,SC,c,2,4207809,
2020-04-21,SC,c,1,4207858,
2020-04-21,SC,c,1,4208104,
2020-04-21,SC,c,45,4208203,
2020-04-21,SC,c,9,4208302,
2020-04-21,SC,c,1,4208401,
2020-04-21,SC,c,1,4208500,
2020-04-21,SC,c,3,4208807,
2020-04-21,SC,c,12,4208906,
2020-04-21,SC,c,5,4209003,
2020-04-21,SC,c,100,4209102,
2020-04-21,SC,c,13,4209300,
2020-04-21,SC,c,5,4209409,
2020-04-21,SC,c,4,4209854,
2020-04-21,SC,c,2,4210100,
2020-04-21,SC,c,1,4210605,
2020-04-21,SC,c,1,4210803,
2020-04-21,SC,c,2,4211207,
2020-04-21,SC,c,18,4211306,
2020-04-21,SC,c,1,4211504,
2020-04-21,SC,c,2,4211603,
2020-04-21,SC,c,3,4211702,
2020-04-21,SC,c,17,4211900,
2020-04-21,SC,c,1,4212007,
2020-04-21,SC,c,2,4212205,
2020-04-21,SC,c,2,4212304,
2020-04-21,SC,c,2,4212403,
2020-04-21,SC,c,4,4212502,
2020-04-21,SC,c,1,4212650,
2020-04-21,SC,c,1,4213203,
2020-04-21,SC,c,5,4213500,
2020-04-21,SC,c,1,4213708,
2020-04-21,SC,c,2,4214300,
2020-04-21,SC,c,2,4214805,
2020-04-21,SC,c,1,4215000,
2020-04-21,SC,c,1,4215059,
2020-04-21,SC,c,2,4215455,
2020-04-21,SC,c,1,4215505,
2020-04-21,SC,c,0,4215604,
2020-04-21,SC,c,1,4215653,
2020-04-21,SC,c,2,4215703,
2020-04-21,SC,c,1,4215802,
2020-04-21,SC,c,5,4216107,
2020-04-21,SC,c,2,4216206,
2020-04-21,SC,c,44,4216602,
2020-04-21,SC,c,2,4216909,
2020-04-21,SC,c,6,4217006,
2020-04-21,SC,c,1,4217253,
2020-04-21,SC,c,1,4217402,
2020-04-21,SC,c,7,4217600,
2020-04-21,SC,c,10,4217709,
2020-04-21,SC,c,2,4217907,
2020-04-21,SC,c,4,4218004,
2020-04-21,SC,c,1,4218103,
2020-04-21,SC,c,4,4218202,
2020-04-21,SC,c,3,4218400,
2020-04-21,SC,c,33,4218707,
2020-04-21,SC,c,3,4219002,
2020-04-21,SC,c,1,4219200,
2020-04-21,SC,c,1,4219309,
2020-04-21,SC,c,1,4219705,
2020-04-21,SC,s,1091,42,15.22725
2020-04-21,SE,c,74,2800308,
2020-04-21,SE,c,1,2801306,
2020-04-21,SE,c,12,2802106,
2020-04-21,SE,c,1,2802809,
2020-04-21,SE,c,4,2802908,
2020-04-21,SE,c,7,2803005,
2020-04-21,SE,c,1,2803203,
2020-04-21,SE,c,2,2803500,
2020-04-21,SE,c,2,2804508,
2020-04-21,SE,c,1,2804805,
2020-04-21,SE,c,2,2804904,
2020-04-21,SE,c,1,2805604,
2020-04-21,SE,c,2,2805703,
2020-04-21,SE,c,3,2806701,
2020-04-21,SE,c,4,2807105,
2020-04-21,SE,s,117,28,5.08984
2020-04-21,SP,c,1,3500105,
2020-04-21,SP,c,1,3500501,
2020-04-21,SP,c,1,3500600,
2020-04-21,SP,c,7,3500709,
2020-04-21,SP,c,1,3500758,
2020-04-21,SP,c,25,3501608,
2020-04-21,SP,c,5,3501707,
2020-04-21,SP,c,5,3501905,
2020-04-21,SP,c,2,3502101,
2020-04-21,SP,c,1,3502200,
2020-04-21,SP,c,1,3502507,
2020-04-21,SP,c,1,3502705,
2020-04-21,SP,c,1,3502754,
2020-04-21,SP,c,38,3502804,
2020-04-21,SP,c,1,3502903,
2020-04-21,SP,c,7,3503109,
2020-04-21,SP,c,51,3503208,
2020-04-21,SP,c,6,3503307,
2020-04-21,SP,c,1,3503802,
2020-04-21,SP,c,25,3503901,
2020-04-21,SP,c,6,3504008,
2020-04-21,SP,c,22,3504107,
2020-04-21,SP,c,1,3504305,
2020-04-21,SP,c,8,3504503,
2020-04-21,SP,c,2,3504602,
2020-04-21,SP,c,1,3505203,
2020-04-21,SP,c,1,3505401,
2020-04-21,SP,c,11,3505500,
2020-04-21,SP,c,144,3505708,
2020-04-21,SP,c,1,3505906,
2020-04-21,SP,c,58,3506003,
2020-04-21,SP,c,2,3506102,
2020-04-21,SP,c,1,3506409,
2020-04-21,SP,c,8,3506508,
2020-04-21,SP,c,7,3507001,
2020-04-21,SP,c,28,3507506,
2020-04-21,SP,c,36,3507605,
2020-04-21,SP,c,4,3507803,
2020-04-21,SP,c,3,3508108,
2020-04-21,SP,c,8,3508504,
2020-04-21,SP,c,3,3508603,
2020-04-21,SP,c,1,3508900,
2020-04-21,SP,c,49,3509007,
2020-04-21,SP,c,9,3509205,
2020-04-21,SP,c,2,3509403,
2020-04-21,SP,c,199,3509502,
2020-04-21,SP,c,7,3509601,
2020-04-21,SP,c,1,3509700,
2020-04-21,SP,c,1,3509908,
2020-04-21,SP,c,1,3510203,
2020-04-21,SP,c,1,3510302,
2020-04-21,SP,c,14,3510500,
2020-04-21,SP,c,101,3510609,
2020-04-21,SP,c,1,3511003,
2020-04-21,SP,c,9,3511102,
2020-04-21,SP,c,1,3511300,
2020-04-21,SP,c,1,3557204,
2020-04-21,SP,c,1,3512308,
2020-04-21,SP,c,89,3513009,
2020-04-21,SP,c,7,3513108,
2020-04-21,SP,c,3,3513405,
2020-04-21,SP,c,24,3513504,
2020-04-21,SP,c,135,3513801,
2020-04-21,SP,c,3,3514403,
2020-04-21,SP,c,1,3514502,
2020-04-21,SP,c,1,3514809,
2020-04-21,SP,c,1,3514908,
2020-04-21,SP,c,60,3515004,
2020-04-21,SP,c,6,3515103,
2020-04-21,SP,c,1,3557303,
2020-04-21,SP,c,1,3515400,
2020-04-21,SP,c,4,3515509,
2020-04-21,SP,c,58,3515707,
2020-04-21,SP,c,6,3516200,
2020-04-21,SP,c,33,3516309,
2020-04-21,SP,c,66,3516408,
2020-04-21,SP,c,1,3516705,
2020-04-21,SP,c,3,3518206,
2020-04-21,SP,c,2,3518305,
2020-04-21,SP,c,1,3518404,
2020-04-21,SP,c,65,3518701,
2020-04-21,SP,c,330,3518800,
2020-04-21,SP,c,1,3518909,
2020-04-21,SP,c,10,3519071,
2020-04-21,SP,c,1,3519402,
2020-04-21,SP,c,3,3519709,
2020-04-21,SP,c,1,3519907,
2020-04-21,SP,c,2,3520103,
2020-04-21,SP,c,1,3520202,
2020-04-21,SP,c,3,3520301,
2020-04-21,SP,c,3,3520400,
2020-04-21,SP,c,15,3520426,
2020-04-21,SP,c,1,3520442,
2020-04-21,SP,c,63,,
2020-04-21,SP,c,9,3520509,
2020-04-21,SP,c,1,3521408,
2020-04-21,SP,c,6,3522109,
2020-04-21,SP,c,51,3522208,
2020-04-21,SP,c,7,3522307,
2020-04-21,SP,c,1,3522406,
2020-04-21,SP,c,51,3522505,
2020-04-21,SP,c,15,3522604,
2020-04-21,SP,c,53,3523107,
2020-04-21,SP,c,1,3523206,
2020-04-21,SP,c,4,3523404,
2020-04-21,SP,c,1,3523503,
2020-04-21,SP,c,5,3523909,
2020-04-21,SP,c,3,3524006,
2020-04-21,SP,c,9,3524303,
2020-04-21,SP,c,21,3524402,
2020-04-21,SP,c,6,3524501,
2020-04-21,SP,c,3,3524709,
2020-04-21,SP,c,2,3524808,
2020-04-21,SP,c,16,3525003,
2020-04-21,SP,c,3,3525102,
2020-04-21,SP,c,5,3525300,
2020-04-21,SP,c,1,3525508,
2020-04-21,SP,c,2,3525706,
2020-04-21,SP,c,53,3525904,
2020-04-21,SP,c,1,3526001,
2020-04-21,SP,c,1,3526209,
2020-04-21,SP,c,5,3526407,
2020-04-21,SP,c,4,3526704,
